ARYQSD01187B98D24D <sep> Debbie Deb <sep> 0.34963 <sep> United States
AR9FZRY1187B9A82D0 <sep> Signal <sep> 0.4213 <sep> St. Louis, MO, US
ARRGKFU1187B9AF1EE <sep> Kaffe <sep> 0.320672 <sep> Bulgaria
ARN79PO11A348EF796 <sep> Flaque <sep> 0.369817 <sep> Bad Kösen,Germany
AR6E2V41187B991B73 <sep> Camu Tao <sep> 0.358973 <sep> Columbus, OH, US
AR2C2WM1187FB3CF7F <sep> Byron Metcalf <sep> 0.371403 <sep> Prescott, AZ, US
ARFMSSS11F50C491AF <sep> Bocafloja <sep> 0.474919 <sep> Mexico City, Distrito Federal, MX
ARHELGY11F50C491AE <sep> Akil Ammar <sep> 0.480905 <sep> Mexico City, Distrito Federal, MX
ARFBPGP12592CDA162 <sep> Zake <sep> 0.307538 <sep> Distrito Federal, MX
ARQHGIM122988EF857 <sep> Doble Filo <sep> 0.326531 <sep> Havana, Ciudad de la Habana, CU
ARCF42J1187B9A118F <sep> Skama la Rede <sep> 0.322108 <sep> Spain
ARSAWSV11F50C4BB2F <sep> The Brass Bed <sep> 0.392226 <sep> Lafayette, LA, US
ARPKPOC1187B9969EE <sep> Pharmacy <sep> 0.417689 <sep> Seattle, WA, US
ARLRUL21187B9B45F3 <sep> Moggs <sep> 0.357026 <sep> San Francisco Bay Area, CA, US
AR9SYC61187B99DD86 <sep> Racetrack <sep> 0.313992 <sep> Bellingham, WA, US
ARVQKLC11E8F5C1148 <sep> The Diamond Center <sep> 0.338692 <sep> Richmond, VA, US
ARHBU1O1187B9AA0D7 <sep> My Spacecoaster <sep> 0.323053 <sep> Texas, US
ARGPDUO11F4C842870 <sep> My So Called Life <sep> 0.362243 <sep> Eastbourne,England
ARD1EE311C8A416305 <sep> Palm Springs <sep> 0.323387 <sep> Brighton, England, GB
ARHZ4FE1187FB4BE4B <sep> Demander <sep> 0.328422 <sep> New York, NY, US
AREAFCL11EB9C82A00 <sep> Dearly Beloved <sep> 0.334135 <sep> Toronto, Ontario, CA
ARU24791187B996E24 <sep> Prisma <sep> 0.432411 <sep> Campania, IT
ARFDGLV1187FB528D2 <sep> Souvenir's Young America <sep> 0.405294 <sep> Richmond, VA, US
ARH0IZK11C8A4153B3 <sep> Ninth Moon Black <sep> 0.35151 <sep> Eugene,Oregon,United States
ARLUKBI12086C132AE <sep> A Phoenix Forever <sep> 0.342765 <sep> Las Vegas, NV, US
ARLDZLS122989007FA <sep> Just Left <sep> 0.338223 <sep> Chicago, IL, US
ARNHXMI1269FCD65DA <sep> Faster Faster <sep> 0.353488 <sep> Brunswick, GA, US
ARMMZNS12086C11428 <sep> Philmont <sep> 0.464515 <sep> Charlotte, NC, US
AR892YT1187FB4D4EE <sep> Future Clouds and Radar <sep> 0.387733 <sep> Austin, TX, US
ARZ9V7G1187FB41054 <sep> Cotton Mather <sep> 0.428019 <sep> Austin, TX, US
AR7HA1Q1187FB5992C <sep> The Red Button <sep> 0.381107 <sep> Los Angeles, CA, US
ARP179Z1187FB36852 <sep> Ashton Allen <sep> 0.313888 <sep> Mount Dora, FL, US
ARX22SU1187FB3736B <sep> The Procession <sep> 0.31135 <sep> Los Angeles,California,United States
AR0ULPM1187B9B998F <sep> Josh Fix <sep> 0.361467 <sep> San Francisco, CA, US
ARVEFS61187B9947D8 <sep> Pisstank <sep> 0.315473 <sep> North London, London, Ontario, CA
ARYF9EE1187B9B6F38 <sep> Retrigger <sep> 0.41125 <sep> Belo Horizonte, Minas Gerais, BR
ARE8U5P1187FB3F94B <sep> Krumble <sep> 0.309269 <sep> Cleveland,Ohio,United States
ARWXC6S1187B9971D0 <sep> Hortus Musicus <sep> 0.303952 <sep> Estonia
ARW5JSN1187FB36130 <sep> Jessica Riddle <sep> 0.347189 <sep> Los Angeles, CA, US
ARARVIF12086C119BF <sep> LD <sep> 0.343672 <sep> Burlington, VT, US
ARMU5QO1187B9A6B89 <sep> Chihiro <sep> 0.397565 <sep> tokyo&fukuoka
ARKVBZD11F4C8438CF <sep> Maria Kawamura <sep> 0.316167 <sep> Tokyo, Tokyo Prefecture, JP
ARGXQ3T1187B990B07 <sep> SUPER BELL"Z <sep> 0.354507 <sep> Japan
ARVRKLW12086C15BD4 <sep> Salvatore Sciarrino <sep> 0.329517 <sep> Italy
ARV7EIC1187FB3C6C7 <sep> Kaija Saariaho <sep> 0.319245 <sep> Helsinki, Uusimaa, FI
AR20BLG11C8A4153B1 <sep> Naked Brothers Band <sep> 0.473742 <sep> New York, NY, US
ARJKB0R1187FB43381 <sep> Ume <sep> 0.442254 <sep> Austin, TX, US
ARX2MJ31187B9AD75D <sep> Maneja Beto <sep> 0.352789 <sep> Austin, TX, US
AR2NG4G1187B9A697A <sep> Moonlight Towers <sep> 0.319485 <sep> Austin, TX, US
ARX32KV1187B995464 <sep> Dujeous <sep> 0.383998 <sep> New York, NY, US
ARF2M741187B9A3E05 <sep> Oliver Future <sep> 0.377117 <sep> Los Angeles, CA, US
AR37M4F1187FB3D498 <sep> Kissinger <sep> 0.320756 <sep> Orem, UT, US
ARC36NF1187B9B076D <sep> Madison Park <sep> 0.357981 <sep> Atlanta, GA, US
AR6QGZZ1187B988C47 <sep> Bellafea <sep> 0.321651 <sep> Chapel Hill, NC, US
AREB6HR1187B9AECA1 <sep> Soft <sep> 0.448255 <sep> New York, NY, US
ARORYF11187B9B666B <sep> rademacher <sep> 0.366593 <sep> Fresno, CA, US
ARDJIBQ1187B9B45D6 <sep> LEVY <sep> 0.445256 <sep> New York, NY, US
ARWWDUR1187B9BA01E <sep> The Tenderfoot <sep> 0.318318 <sep> Brighton, England, GB
ARAMNBR1187FB58F0D <sep> Bruce Ruffin <sep> 0.373239 <sep> Saint Catherine, JM
ART8H4J11C8A42D781 <sep> Alien Café <sep> 0.319384 <sep> Dusseldorf, North Rhine-Westphalia, DE
ARINYHD11A348EFB7D <sep> Aurelio Martinez <sep> 0.340227 <sep> Plaplaya, Gracias a Dios, HN
ARXXHJO11F4C847350 <sep> Congo <sep> 0.390734 <sep> Scranton, PA, US
ARYN9H81187B9B9B5D <sep> nature living <sep> 0.407984 <sep> Tokyo, Tokyo Prefecture, JP
ARZIZSC11E90579934 <sep> HOLIDAYS OF SEVENTEEN <sep> 0.321705 <sep> Franklin, TN, US
ARAYXYX12802FDDA67 <sep> The Feather Side <sep> 0.342035 <sep> Tokyo,Japan
ARB4FE71187B9A0185 <sep> Sharon Phillips <sep> 0.380396 <sep> Trinidad and Tobago
ARKWHS31187B98A7E5 <sep> Qypthone <sep> 0.317146 <sep> Tokyo, Tokyo Prefecture, JP
AR8R22F1187B9B7927 <sep> Mark Fry <sep> 0.423284 <sep> Great Britain, GB
AR8VURH1187B9B4585 <sep> Bill Fay <sep> 0.349204 <sep> United Kingdom
ARRGEG9119B8668AD9 <sep> These Trails <sep> 0.327746 <sep> Hawaii, US
ARQY3VT1187B9AB25A <sep> Oriental Sunshine <sep> 0.329493 <sep> Norway
ARLMUFF1187FB5BB00 <sep> Loudest Whisper <sep> 0.303301 <sep> Fermoy, Cork, IE
AR4J8HL1187B98D7D1 <sep> Equatronic <sep> 0.310905 <sep> Sarrebruck, Saarland, DE
ARKAN691187FB4E34F <sep> The Mighty Stef <sep> 0.371443 <sep> Dublin, Dublin, IE
ARFWZZD1187FB561F9 <sep> The Fureys <sep> 0.371385 <sep> Ballyfermot, Dublin, Dublin, IE
AR1OVJA119B340307A <sep> The Accidental <sep> 0.424213 <sep> United Kingdom
AR2PEEU1187FB48B5A <sep> Arise and Ruin <sep> 0.326012 <sep> Guelph, Ontario, CA
ARWKRXH1187FB46D8E <sep> Tre Lux <sep> 0.416609 <sep> Echo Park, Los Angeles, CA, US
AR8TUG51187B9B5522 <sep> New Skin <sep> 0.370724 <sep> Florida, US
AR7S5ZN1187FB4B5CB <sep> Black Rainbow <sep> 0.306139 <sep> London, England, GB
AR1MUQV1187B9B7873 <sep> Mechanical Cabaret <sep> 0.383389 <sep> London,England
ARD9L9T1187B9A5599 <sep> Somegirl <sep> 0.339785 <sep> Milwaukee, WI, US
ARUBV7E1187B9965E0 <sep> Digital Factor <sep> 0.409748 <sep> Leipzig, Saxony, DE
AR6RQIC1187B98DF67 <sep> Ashley Cleveland <sep> 0.312573 <sep> Nashville, TN, US
AR96PYJ1187FB3CE9F <sep> Chingón <sep> 0.421725 <sep> Austin, TX, US
AR77RTW119B3402DEE <sep> Pulp Fiction <sep> 0.407998 <sep> Bogota
ARDGLNS1269FB34B4E <sep> Twin Peaks <sep> 0.356181 <sep> Twin Peaks, Vancouver, WA, US
ARNC5SW11C8A42D845 <sep> Meiko Kaji <sep> 0.347638 <sep> Chiyoda, Tokyo, Tokyo Prefecture, JP
ARJEI401187B9B81B8 <sep> Daniel Licht <sep> 0.443153 <sep> Massachusetts, US
ARJJKAA1187B9ADAF1 <sep> Rolfe Kent <sep> 0.342329 <sep> St. Albans, England, GB
AR6AW7M1187B98B383 <sep> Mambo All-Stars <sep> 0.367252 <sep> Mexico
AR5CE131187B9B9AAD <sep> Del Castillo <sep> 0.42447 <sep> Austin, TX, US
AR7RGDZ1187B9910EC <sep> Vallejo <sep> 0.340679 <sep> Alabaster, AL, US
AR7HISW1187B99D563 <sep> Jackie Brown <sep> 0.382422 <sep> Canada
AR9IR181187B98B0F9 <sep> Zap Pow <sep> 0.368647 <sep> Kingston, Saint Andrew, JM
ARLQZ7N1187B99A118 <sep> UNKLEJAM <sep> 0.371383 <sep> United Kingdom
ARP87IP11A348EF917 <sep> Eero Johannes <sep> 0.421598 <sep> Helsinki, Uusimaa, FI
ARFVJ4W1187FB4F0C2 <sep> Cursor Miner <sep> 0.322223 <sep> Chichester, England, GB
ARM4CYO1187B99DD75 <sep> EDMX <sep> 0.344873 <sep> London,England
ARY3A591187B9B1EEB <sep> Greyhoundz <sep> 0.446371 <sep> Bohol, Central Visayas, PH
ARTAHGI1187FB40D6D <sep> Rocksteddy <sep> 0.333492 <sep> Philippines
AROI6KS1187B9906EB <sep> Slapshock <sep> 0.477633 <sep> Quezon City, National Capital Region, PH
AREG5WZ1187B9B0A29 <sep> Thine Eyes Bleed <sep> 0.44815 <sep> London, Ontario, CA
ARAFHMG1241B9CA978 <sep> Irem <sep> 0.351574 <sep> Istanbul, Istanbul, TR
AR6YK8Z1187B99DB72 <sep> Axis of Advance <sep> 0.319899 <sep> Canada
ARFDRQG1187B9AB555 <sep> Arkhon Infaustus <sep> 0.341301 <sep> Paris, Ile-de-France, FR
AR3J4KE1187B99B362 <sep> Stefanie Werger <sep> 0.332471 <sep> Austria
ARFDRSF1187B9A4ED6 <sep> Crystal Skulls <sep> 0.424101 <sep> Seattle, WA, US
ARVAXKL1187FB58A7F <sep> K La Cuard <sep> 0.336689 <sep> Germany
ARLCCOS1187B9B8370 <sep> RedWing <sep> 0.349615 <sep> Des Moines, IA, US
ARMI4DF1187B99552B <sep> Refractory <sep> 0.338253 <sep> Pekanbaru, Riau, ID
AREKO7P1187B99F0DD <sep> Darc Mind <sep> 0.353946 <sep> Long Island, NY, US
ARDZPNZ1252CCFA31A <sep> Beng Beng Cocktail <sep> 0.412246 <sep> Avondale,Arizona,United States
AR5ARR21187FB375BA <sep> Intifada <sep> 0.447381 <sep> Maryland, US
ARRGVVQ131633D18F0 <sep> NO GLORY <sep> 0.307576 <sep> Glen Rock,New Jersey,United States
ARZBOUO1272BA85DDA <sep> Atrocity Solution <sep> 0.365739 <sep> Wausau,Wisconsin,United States
ARNNXHW12A57A0689F <sep> The Prosecution <sep> 0.371551 <sep> Abensberg,Germany
AR862WZ11C8A42B6E4 <sep> The Junk <sep> 0.319682 <sep> Brighton,England
ARBEYSW128ABE0F521 <sep> GLOBAL PARASITE <sep> 0.336301 <sep> North Wales,Pennsylvania,United States
ARGUDRJ121318C583A <sep> Lauren Pritchard <sep> 0.323689 <sep> Jackson, TN, US
ARY355F1187FB4AA9A <sep> NNN <sep> 0.436457 <sep> Georgia, US
ARANVRA12E30EB88E7 <sep> Harry H <sep> 0.329344 <sep> London,England
ARHFJKF1187B9AE5DC <sep> The Arm <sep> 0.317378 <sep> Austin, TX, US
ARNXXWZ11F4C8407B1 <sep> G1 <sep> 0.317397 <sep> San Francisco, CA, US
ARYRZXP12472CE29F6 <sep> PHAT <sep> 0.318249 <sep> France
ARKFDPE1257509BA28 <sep> Jana Lota <sep> 0.361742 <sep> Prague, Prague, CZ
AR4SWHT1187FB5313E <sep> Našrot <sep> 0.304084 <sep> Havlíčkův Brod, Vysocina Region, CZ
AR1YFYD1187FB36641 <sep> Dr. Seuss <sep> 0.314792 <sep> Springfield, MA, US
ARKATSH1241B9C67E0 <sep> The Beets <sep> 0.42909 <sep> Liverpool, England, GB
ARJAARL1187B9A30F1 <sep> Vic Mizzy <sep> 0.364447 <sep> Beverly Hills, CA, US
ARKYFUX12454A2E2A5 <sep> Danny Jacob <sep> 0.339526 <sep> Paris,France
ARACHIM12AA61C8FDA <sep> Abandon All Hope <sep> 0.342264 <sep> Adelaide,South Australia,Australia
AREV7KE1187B9939EE <sep> Creations <sep> 0.389278 <sep> Bucharest, Bucuresti, RO
ARMKQQP12F6A860B57 <sep> Vices <sep> 0.345076 <sep> London,England
AR5N5GC1187FB3B5A4 <sep> MoHa! <sep> 0.365376 <sep> Berlin, Berlin, DE
ARSXORF1241B9CC6D2 <sep> Small Night Orchestra <sep> 0.380072 <sep> Santa Fe,New Mexico,United States
ARR2J7O1187B9956E0 <sep> Bushy <sep> 0.377946 <sep> Brighton, England, GB
ARP5GN61187FB5B1A3 <sep> Phallus Über Alles <sep> 0.302308 <sep> Portland, OR, US
AR2WHJ51187B98C11F <sep> AGO <sep> 0.353493 <sep> Treviso, Veneto, IT
ARDATCT1187FB39D36 <sep> Sagi-Rei <sep> 0.258826 <sep> Israel
ARJFROL122988FEE11 <sep> The Love Willows <sep> 0.326982 <sep> Nashville, TN, US
ARSB41L1187FB5908F <sep> Jaya the Cat <sep> 0.453945 <sep> Boston, MA, US
ARCINAP11EB9C828D8 <sep> No Fuego <sep> 0.368849 <sep> Baton Rouge, LA, US
ARBAAJS119B8668B5D <sep> Radio Dead Ones <sep> 0.338468 <sep> Berlin,Germany
ARQGDBT1187FB586CD <sep> Luie Hond <sep> 0.35472 <sep> Netherlands
ARJWHD31187FB4E894 <sep> Mamak Khadem <sep> 0.312982 <sep> Los Angeles, CA, US
ARNONL0119B34033D4 <sep> The Disciplines <sep> 0.406803 <sep> Paris, Ile-de-France, FR
ARULJSR1187B9B04FF <sep> Kris Dayanti <sep> 0.28858 <sep> Malang, East Java, ID
ARNIQR31187B998E1E <sep> Pretty Ugly <sep> 0.341786 <sep> Kuala Lumpur, Kuala Lumpur, MY
AR8ZP1R1187B9947F4 <sep> Pimmon <sep> 0.344885 <sep> Sydney, New South Wales, AU
ARI5QYK1187FB550B2 <sep> Stilluppsteypa <sep> 0.300906 <sep> Iceland
ARVIOLE122988F5054 <sep> Majida el Roumi <sep> 0.453743 <sep> Lebanon
ARZDCAV122C84984A4 <sep> Raya Hilal <sep> 0.327667 <sep> Belo Horizonte, Minas Gerais, BR
ARST1GY1187B9AC7C6 <sep> Falling You <sep> 0.3589 <sep> San Francisco, CA, US
ARFEXGR1187FB5958E <sep> Marcela Mangabeira <sep> 0.446172 <sep> Brazil
AR0I08Y1187B9AC057 <sep> David Pack <sep> 0.337953 <sep> Huntington Park, CA, US
ARCGMQ91187FB46E2F <sep> Robert Lamm <sep> 0.369926 <sep> New York, NY, US
ARUEC5W1187FB3D1CB <sep> Jay Graydon <sep> 0.413271 <sep> Los Angeles, CA, US
AROVA7H1187B9B15EB <sep> Marc Jordan <sep> 0.351432 <sep> Brooklyn, New York, NY, US
ARQRVGY11E2835E13D <sep> JaR <sep> 0.41241 <sep> Los Angeles, CA, US
AREWJXG11F50C48BEC <sep> Bill Cantos <sep> 0.332308 <sep> Los Angeles, CA, US
ARUXB4E1187FB40489 <sep> Jennifer Nettles <sep> 0.454046 <sep> Long Island, NY, US
ARDCUCO1187B99579D <sep> The Stairwell Sisters <sep> 0.310376 <sep> San Francisco, CA, US
ARW7HJL1187B98A9A9 <sep> Ola Belle Reed <sep> 0.332161 <sep> United States
ARF4WVH1187FB509B4 <sep> The Crooked Jades <sep> 0.344154 <sep> California, US
ARAITVV11F4C84400A <sep> ATP <sep> 0.36042 <sep> Grand Rapids, MI, US
ARVQF1B1187B993505 <sep> Nasty Habits <sep> 0.403428 <sep> Los Angeles, CA, US
ARCYOHQ1187B9AEACA <sep> Max Stalling <sep> 0.371751 <sep> Dallas, TX, US
ARRKSHV122BCFC9D73 <sep> Inmoria <sep> 0.355902 <sep> Bollnäs, Gavleborg, SE
ARZJ2B61187B98C271 <sep> Nicolas de Angelis <sep> 0.302333 <sep> St.-Cloud, Ile-de-France, FR
ARLAAKV1187B9B6753 <sep> Sam Champion <sep> 0.352188 <sep> Paducah, KY, US
ARBJQKI11F43A69F50 <sep> Golden Gate Quartet <sep> 0.408939 <sep> Norfolk, VA, US
AR5TR021187FB5300D <sep> Birmingham J <sep> 0.324063 <sep> Birmingham, England, GB
ARKZBNQ1187B9905A7 <sep> Tommy Womack <sep> 0.378872 <sep> Nashville, TN, US
ARM97L61187B99D2D2 <sep> Mando Saenz <sep> 0.349237 <sep> Nashville, TN, US
ARYVWT31187B99DB5C <sep> Tim Carroll <sep> 0.334485 <sep> Chicago, IL, US
ARX2FHR1187FB578E2 <sep> Post Harbor <sep> 0.343548 <sep> Washington, DC, US
ARXALW01187FB4B466 <sep> Sylvia Tosun <sep> 0.459774 <sep> New York, NY, US
ARODMSC1241B9C8A88 <sep> Trae Tha Truth <sep> 0.449044 <sep> Houston, TX, US
ARSNLYG126FC9C0E57 <sep> Bobby Brackins <sep> 0.448896 <sep> Oakland, LA, US
ARB6QC0119B34034D8 <sep> Mr. Sche <sep> 0.351788 <sep> Lincoln Park, IL, US
ARGKGAH124207831BC <sep> Audio Push <sep> 0.45591 <sep> Inland Empire, CA, US
ARXQNF51187B98E533 <sep> The Japonize Elephants <sep> 0.355373 <sep> San Francisco, CA, US
ARZ10UM1187B989915 <sep> Kalio Gayo <sep> 0.318793 <sep> Netherlands
AR7DGW21187B99FDE9 <sep> Lefty Dizz <sep> 0.312436 <sep> United States
ARL9H431187B98DF26 <sep> Alpha Boy School <sep> 0.336689 <sep> Germany
ARTABJI122C8674653 <sep> Mirror of Dead Faces <sep> 0.302706 <sep> California - LA
AR115JQ1187B989D08 <sep> Blueline Medic <sep> 0.319416 <sep> Melbourne, Victoria, AU
ARVRN8Q1187FB49545 <sep> Solaris Heights <sep> 0.366348 <sep> Germany
ARR3QZA11A348F0BCD <sep> War Ripper <sep> 0.325539 <sep> Hell,Norway
ARDSYGT1187B991EB2 <sep> Joseph Fonseca <sep> 0.346676 <sep> Puerto Rico
ARSZT451187B9AB38C <sep> A True Story <sep> 0.343319 <sep> Jersey City, NJ, US
ARA5F1Y1187B9975F0 <sep> The Deadly <sep> 0.30149 <sep> West Palm Beach, FL, US
AROHYGN1187FB4ED7C <sep> Jane Bunnett <sep> 0.318717 <sep> Toronto, Ontario, CA
ARI0FVQ1187B990E19 <sep> Jeremy Toback <sep> 0.331859 <sep> Seattle, WA, US
ARZQAEE1187B9AAD41 <sep> Andy Yorke <sep> 0.337169 <sep> Oxford, England, GB
ARQIXBB11E2835D35E <sep> The Evening Primrose <sep> 0.342172 <sep> Tokyo,Japan
ARYIWOB1187FB38E8F <sep> Dekadent <sep> 0.350795 <sep> Ljubljana,Slovenia
AR9STKR119B866847B <sep> Stressor <sep> 0.316955 <sep> Tula, Tula Oblast, RU
ARCJAWU12B364EA2FF <sep> Ot vinta <sep> 0.372975 <sep> Rivne,Rivne Oblast,Ukraine
ARYOGUX12592CDBC35 <sep> Skinhate <sep> 0.323615 <sep> Orjo,Portugal
ARNYNZL11F4C83C0B9 <sep> Meteors <sep> 0.436707 <sep> London, England, GB
ARSXYCH11F4C842632 <sep> Tedio Boys <sep> 0.306147 <sep> Portugal
AROFHHA1274363C387 <sep> Block & Crown <sep> 0.437798 <sep> Amsterdam,Netherlands
ARRMZRD1187FB3B7D5 <sep> Deep Voices <sep> 0.368392 <sep> Berkeley, CA, US
ARM2W221187B98FF4B <sep> Abel Ramos <sep> 0.40644 <sep> Madrid, Madrid, ES
AR7L9F31187B992269 <sep> Lenny B. <sep> 0.332675 <sep> Atlanta, GA, US
ARQXNXO1187FB416FA <sep> Jesselyn <sep> 0.346751 <sep> Netherlands
ARFZV3N1187B9AF80C <sep> Curt Boettcher <sep> 0.343768 <sep> United States
ARXBAQU11EBCD76CD6 <sep> Junior League <sep> 0.317502 <sep> Washington, DC, US
AR2Z1Y41187B99F849 <sep> Kyle Vincent <sep> 0.321308 <sep> United States
AR6AKW41187FB5B046 <sep> Sonic Division <sep> 0.351489 <sep> Poland
ARMJQXE1187FB5693E <sep> John McCormack <sep> 0.36795 <sep> Athlone, Westmeath, IE
ARPLWEV1187FB39BC8 <sep> Mizz Beats <sep> 0.344944 <sep> London, England, GB
ARX8GCY1187FB4D825 <sep> Beans <sep> 0.408227 <sep> Houlton, ME, US
ARGBSVR11F50C4F7BB <sep> Mostafa Amar <sep> 0.32806 <sep> Cairo, Cairo, EG
ARN83VQ1187B9A4BAA <sep> Sontiago <sep> 0.315405 <sep> Portland, OR, US
ARQPOKF11EBCD76709 <sep> Times Neue Roman <sep> 0.359079 <sep> Canada
ARCZBPI1187B999661 <sep> Bobby Lyle <sep> 0.382173 <sep> Houston, TX, US
ARYPJCG1241B9C87C0 <sep> Orphan <sep> 0.320005 <sep> Brooklyn, New York, NY, US
ARPN8BT1187FB41643 <sep> Brittle Stars <sep> 0.362713 <sep> Gainesville, FL, US
ARP3GUU1187B98AD8F <sep> Society Burning <sep> 0.366421 <sep> Las Cruces, NM, US
AR0UJ8L1187FB395C0 <sep> Faceless Werewolves <sep> 0.306897 <sep> Austin, TX, US
ARO4JGP1187B98CF9A <sep> Saving Jane <sep> 0.4614 <sep> Columbus, OH, US
ART76YO1187B98EA1A <sep> Korai Öröm <sep> 0.337662 <sep> HU
ARQYFSA12420780304 <sep> Settle <sep> 0.388427 <sep> Easton, PA, US
ARICYLK122ECCBBC51 <sep> nuito <sep> 0.41927 <sep> Kyoto-shi, Kyoto Prefecture, JP
ARROLEM1272BCD1FB2 <sep> Apnea <sep> 0.369442 <sep> Madrid,Spain
ARETWAG1187B998328 <sep> Teodoro Reyes <sep> 0.323703 <sep> Nagua,Dominican Republic
ARRWRQO1187B991FDD <sep> Almeidinha Do El Gringo <sep> 0.330853 <sep> Sweden
ARGP9E51187B9987D9 <sep> Symbyosis <sep> 0.359862 <sep> France
ARS6IBR1187FB4D56E <sep> Obsidian <sep> 0.431001 <sep> Oregon, US
ARSDSN81187B988D6B <sep> Disharmonic Orchestra <sep> 0.426189 <sep> Austria
ARDQ2YC1187FB4F96D <sep> Dax Riders <sep> 0.440304 <sep> Paris, Ile-de-France, FR
ARJ0B2H1187B99A532 <sep> DJ Tonka <sep> 0.406119 <sep> Mayence, Rhineland-Palatinate, DE
ARVCMW71187FB5A149 <sep> Belgradeyard Sound System <sep> 0.311098 <sep> Ireland
ARUZGW81187B9B4317 <sep> Blondfire <sep> 0.484471 <sep> New York, NY, US
ARQ22Z31187FB3A9FB <sep> Emmanuel Santarromana <sep> 0.38657 <sep> Shanghai, Shanghai, CN
ARCGDRK1187B99D663 <sep> Dutch Rhythm Combo <sep> 0.410032 <sep> Berlin, Berlin, DE
ARE69SB1187B9AB7CC <sep> Mugwump <sep> 0.319576 <sep> New York, NY, US
ARGV6PA1187B9946C9 <sep> Reynaldo Armas <sep> 0.354837 <sep> Guárico, Lara, VE
ARAZO7O1187FB54BF4 <sep> Drunken Masters <sep> 0.344251 <sep> Kempten, Bavaria, DE
ARSZZJB122BCFC9276 <sep> DJ Panik <sep> 0.40063 <sep> Rouen, Upper Normandy, FR
AR9LRL51187B9AAE6E <sep> Serial Killaz <sep> 0.445945 <sep> Los Angeles, CA, US
ARC31NK1187FB4D520 <sep> Totimoshi <sep> 0.363626 <sep> Los Angeles, CA, US
ARHTPD51187B9A63FE <sep> KEN Mode <sep> 0.359841 <sep> Winnipeg, Manitoba, CA
AR9I0R11187B98C5E2 <sep> Deltahead <sep> 0.365759 <sep> Stockholm, Stockholm, SE
ARWR1ZA1187B9B2E42 <sep> Pigmy <sep> 0.307353 <sep> Barcelona, Catalonia, ES
AROSZOB11F50C4A5B5 <sep> John Cowan Band <sep> 0.335851 <sep> Nashville, TN, US
AR7H43M1187FB367EC <sep> Old School Freight Train <sep> 0.3546 <sep> Ashland, VA, US
ARV7X3A1187B99BC8F <sep> Mile <sep> 0.404625 <sep> Honolulu, HI, US
ARVKT151187B9A181D <sep> The Color Red <sep> 0.35398 <sep> Riverside, CA, US
ARS7ZJF1187B9909FB <sep> Stir <sep> 0.32406 <sep> Bowling Green, KY, US
ARSO91S1187B9A2D5E <sep> Max Greger <sep> 0.323304 <sep> Munich, Bavaria, DE
ARA9JWB1187FB3CB53 <sep> Juan Perro <sep> 0.456958 <sep> Spain
ARYSF1N1187FB5C7CF <sep> Battant <sep> 0.371106 <sep> London,England
ARET9VQ1187FB46562 <sep> Firebug <sep> 0.411948 <sep> Los Angeles, CA, US
ARY1T7I1187FB369BE <sep> sheer.K <sep> 0.30814 <sep> France
AREC1U41187B98A063 <sep> Ed Burleson <sep> 0.329298 <sep> Denison, IA, US
AROIIKX122ECCB7EAE <sep> Siderunners <sep> 0.439381 <sep> Illinois, US
ARHAL3V1187B9AA462 <sep> Joy Lynn White <sep> 0.317323 <sep> Arkansas, US
ARNEACS11EBCD75807 <sep> Slimfit <sep> 0.309028 <sep> Lancaster, PA, US
ARRDPAV124BAE73185 <sep> Pyramido <sep> 0.362232 <sep> Malmö,Sweden
ARJHL2I1187FB559E5 <sep> Embers <sep> 0.336184 <sep> Oakland, CA, US
ARMZBAB11EBCD76580 <sep> the paint movement <sep> 0.375958 <sep> Toronto, Ontario, CA
ARXXJXO11EBCD78E99 <sep> Everything All The Time <sep> 0.324161 <sep> Toronto,Canada
ARSFNWM11E9057962E <sep> Great Bloomers <sep> 0.363771 <sep> Toronto, Ontario, CA
ARMPZKK11E2835D224 <sep> Entire Cities <sep> 0.30341 <sep> Toronto,Canada
ARZUJOR11E8F5C0B9F <sep> Olenka and the Autumn Lovers <sep> 0.36059 <sep> London,Canada
ARRHMWC11F50C4C38D <sep> The Danks <sep> 0.315515 <sep> Charlottetown,Canada
ARZAURZ12592CD9075 <sep> The Wooden Sky <sep> 0.427912 <sep> Toronto, Ontario, CA
ARYLVFH11F4C845ECD <sep> Nino Anthony <sep> 0.310898 <sep> Las Vegas, NV, US
AR3ZIF31187B9A0B12 <sep> Funkwerkstatt <sep> 0.304379 <sep> Berlin, Berlin, DE
AR3DQVM1187FB58620 <sep> Damage Done <sep> 0.322521 <sep> Athens, Attica, GR
AREQHII1187FB56555 <sep> El Columpio Asesino <sep> 0.475413 <sep> Pamplona, Navarre, ES
ARRHAII12086C1739B <sep> Pets With Pets <sep> 0.329075 <sep> Melbourne,Victoria,Australia
ARKGFBL122BCFCC053 <sep> Hola a todo el mundo <sep> 0.447563 <sep> Madrid, Madrid, ES
ARMGJQH13385835299 <sep> Pete Bombastic <sep> 0.348511 <sep> Pamplona,Spain
ARROYJY1187B9AA202 <sep> Aaron Thomas <sep> 0.370678 <sep> Dierks, AR, US
ARYJVPC12086C1554D <sep> Espaldamaceta <sep> 0.329416 <sep> Tarragona,Spain
ARHBPLK12086C16C32 <sep> Oniric <sep> 0.366846 <sep> Italy
